title,ingredients,instructions,url
Turkish-style lamb Style,Lamb Leg; Iceberg Lettuce; Pita Bread; Dried Oregano; Lemon; Seasoning; Mint; Yogurt; Red Onions,"step 1
Heat grill to high.
 Season the lamb, then grill for 2 mins on each side until browned, but still very rare.
 Meanwhile, mix the seasoning, oregano and half of the mint into one of the tubs of yogurt, smother this over the lamb, then return to the grill for another 2-3 mins or until the yogurt is blistered and the meat is cooked to your liking.


step 2
Leave the meat to rest on a board for a few mins while you toast the pittas, shred the lettuce and thinly slice the red onion.
 Stir the rest of the mint into the second tub of yogurt.
 Thickly slice the meat and stuff into the pitta bread with the salad and minted yogurt.
 Squeeze over lemon juice before tucking in, if you like.
",https://www.bbcgoodfood.com/recipes/turkish-style-lamb
Lamb tomato and sweet spices,coriander; olive oil; basmati rice; chopped parsley; onion; lemon juice; lamb mince; potatoes; vine leaves; caster sugar; cinnamon; garlic; fennel bulb; tomatoes; lemon juice; ginger; clove; garlic; tomatoes,"Use pickled vine leaves here, preserved in brine.
 Small delicate leaves are better than the large bristly ones but, if only large leaves are to hand, then trim them to roughly 12 by 12 cms so that you don't get too many layers of leaves around the filling.
 And remove any stalks.
 Drain the preserved leaves, immerse them in boiling water for 10 minutes and then leave to dry on a tea towel before use.
 
Basmati rice with butter and pine nuts is an ideal accompaniment.
 Couscous is great, too.
 Serves four.

First make the filling.
 Put all the ingredients, apart from the tomatoes, in a bowl.
 Cut the tomatoes in half, coarsely grate into the bowl and discard the skins.
 Add half a teaspoon of salt and some black pepper, and stir.
 Leave on the side, or in the fridge, for up to a day.
 Before using, gently squeeze with your hands and drain away any juices that come out.

To make the sauce, heat the oil in a medium pan.
 Add the ginger and garlic, cook for a minute or two, taking care not to burn them, then add the tomato, lemon juice and sugar.
 Season, and simmer for 20 minutes.

While the sauce is bubbling away, prepare the vine leaves.
 Use any torn or broken leaves to line the base of a wide, heavy saucepan.
 Trim any leaves from the fennel, cut it vertically into 0.
5cm-thick slices and spread over the base of the pan to cover completely.

Lay a prepared vine leaf (see intro) on a work surface, veiny side up.
 Put two teaspoons of filling at the base of the leaf in a 2cm-long by 1cm-wide strip.
 Fold the sides of the leaf over the filling, then roll it tightly from bottom to top, in a cigar shape.
 Place in the pan, seam down, and repeat with the remaining leaves, placing them tightly next to each other in lines or circles (in two layers if necessary).

Pour the sauce over the leaves (and, if needed, add water just to cover).
 Place a plate on top, to weigh the leaves down, then cover with a lid.
 Bring to a boil, reduce the heat and cook on a bare simmer for 70 minutes.
 Most of the liquid should evaporate.
 Remove from the heat, and leave to cool a little - they are best served warm.
 When serving, bring to the table in the pan - it looks great.
 Serve a few vine leaves and fennel slices with warm rice.
 Spoon the braising juices on top and garnish with coriander.
",http://www.ottolenghi.co.uk/recipes/meat/lamb-tomato-and-sweet-spices-shop
Singapore Noodles with Shrimp Recipe,Seasoned Rice Vinegar; Ham; Carrots; Jalapeno; Sesame Seed Oil; Ground Ginger; Soy Sauce; Red Pepper; Garlic; Onion; Egg; Napa Cabbage; Scallions; Salt; Curry Powder; Cilantro Leaves; Shrimp; Vermicelli Rice Noodles,"For the sweet onion, look for Vidalia, OSO Sweet, or Walla Walla. The super-sweet varieties are more suited to this stir-fry because at the end of cooking, the onion still has a slight crunch.

Make the sauce:
In a bowl, combine the sesame oil, soy sauce, and rice vinegar.

Cook the rice noodles:
Bring a large saucepan of water to a boil, add the noodles, and use tongs to turn them so they are submerged. Cook for 2 minutes, or until they are tender but still have some bite (they will cook a little more once you add them to the skillet).

Drain, rinse with cold water, and use scissors to snip the noodles several times to break them up into shorter lengths.

Scramble the eggs:
In a small bowl whisk together the eggs. Heat the skillet or Dutch oven over medium heat. Add 1 tablespoon of the peanut or canola oil. Add the eggs and scramble them for 2 minutes, or until they form large, soft curds. Transfer them from the pan to a plate or bowl.

Cook the vegetables:
Add 1 tablespoon of the remaining oil to the pan. When it is hot, add the ginger, garlic, carrots, jalapeño, onion, and salt. Cook, stirring constantly, for 2 minutes or until the vegetables start to soften.

Add the remaining ingredients:
Sprinkle the vegetable mixture with the remaining 1 tablespoon peanut or canola oil. When the oil is hot, add the ham, cabbage, scallions, red pepper, and curry powder to the pan. Cook, stirring constantly, for 1 minute.

Add the shrimp and cook, stirring, for 3 more minutes or until the shrimp are bright pink and cooked through.

Add the noodles in batches:
Add the eggs, the sauce mixture, and half the noodles to the pan. Toss for 1 minute.

Add the remaining noodles and continue tossing for 1 minute more until they are thoroughly combined and the mixture is heated through.

Serve:
Taste for seasoning and add more salt or soy sauce, if you like. Sprinkle with cilantro leaves and serve.",https://www.simplyrecipes.com/recipes/singapore_noodles_with_shrimp/
Spicy Arrabiata Penne Homemade,italian seasoning; penne rigate; Parmigiano-Reggiano; chopped tomatoes; basil; garlic; red chilli flakes; olive oil,"Bring a large pot of water to a boil. Add kosher salt to the boiling water, then add the pasta. Cook according to the package instructions, about 9 minutes.
In a large skillet over medium-high heat, add the olive oil and heat until the oil starts to shimmer. Add the garlic and cook, stirring, until fragrant, 1 to 2 minutes. Add the chopped tomatoes, red chile flakes, Italian seasoning and salt and pepper to taste. Bring to a boil and cook for 5 minutes. Remove from the heat and add the chopped basil.
Drain the pasta and add it to the sauce. Garnish with Parmigiano-Reggiano flakes and more basil and serve warm.",
Croatian Bean Stew Homemade,Parsley; Challots; Cannellini Beans; Vegetable Oil; Tomatoes; Chorizo; Garlic,"Heat the oil in a pan. Add the chopped vegetables and sauté until tender. Take a pot, empty the beans together with the vegetables into it, put the sausages inside and cook for further 20 minutes on a low heat. Or, put it in an oven and bake it at a temperature of 180ºC/350ºF for 30 minutes. This dish is even better reheated the next day.",https://www.visit-croatia.co.uk/croatian-cuisine/croatian-recipes/
Key Lime Pie,Condensed Milk; Butter; Lime; Lime; Icing Sugar; Egg Yolks; Digestive Biscuits; Double Cream,"Heat the oven to 160C/fan 140C/gas 3.
 Whizz the biscuits to crumbs in a food processor (or put in a strong plastic bag and bash with a rolling pin).
 Mix with the melted butter and press into the base and up the sides of a 22cm loose-based tart tin.
 Bake in the oven for 10 minutes.
 Remove and cool.

Put the egg yolks in a large bowl and whisk for a minute with electric beaters.
 Add the condensed milk and whisk for 3 minutes then add the zest and juice and whisk again for 3 minutes.
 Pour the filling into the cooled base then put back in the oven for 15 minutes.
 Cool then chill for at least 3 hours or overnight if you like.

When you are ready to serve, carefully remove the pie from the tin and put on a serving plate.
 To decorate, softly whip together the cream and icing sugar.
 Dollop or pipe the cream onto the top of the pie and finish with extra lime zest.
",https://www.bbcgoodfood.com/recipes/2155644/key-lime-pie
Three Fish Pie Style,Milk; Butter; Potatoes; Gruyere; Parsley; Milk; Haddock; Butter; Eggs; White Wine; Plain Flour; Smoked Haddock; Leek; Salmon,"Preheat the oven to 200C/400F/Gas 6 (180C fan).
Put the potatoes into a saucepan of cold salted water. Bring up to the boil and simmer until completely tender. Drain well and then mash with the butter and milk. Add pepper and taste to check the seasoning. Add salt and more pepper if necessary.
For the fish filling, melt the butter in a saucepan, add the leeks and stir over the heat. Cover with a lid and simmer gently for 10 minutes, or until soft. Measure the flour into a small bowl. Add the wine and whisk together until smooth.
Add the milk to the leeks, bring to the boil and then add the wine mixture. Stir briskly until thickened. Season and add the parsley and fish. Stir over the heat for two minutes, then spoon into an ovenproof casserole. Scatter over the eggs. Allow to cool until firm.
Spoon the mashed potatoes over the fish mixture and mark with a fork. Sprinkle with cheese.
Bake for 30-40 minutes, or until lightly golden-brown on top and bubbling around the edges.",https://www.bbc.co.uk/food/recipes/three_fish_pie_58875
Easy Avocado dip with new potatoes,Tortillas; Lemon; Natural Yoghurt; Lime; Hot Chilli Powder; Olive Oil; Baby New Potatoes; Avocado; Cumin Seeds,"step 1
Whizz half the avocado flesh with the yogurt, lime and lemon juice and seasoning. Dice the remaining avocado, then gently stir into the whizzed mix with most of the lime zest. Cover, then chill until ready to serve.

step 2
Boil potatoes for 6 mins, then drain well and toss with olive oil, chilli powder and cumin seeds. Now set aside until half an hour before your guests arrive.

step 3
Heat oven to 200C/180C fan/gas 6, then roast potatoes for about 30 mins, shaking the tray halfway, until golden and tender. Transfer the dip to one or two bowls, scatter with the remaining lime zest and serve with the hot potatoes, and tortilla chips for dipping.",https://www.bbcgoodfood.com/recipes/avocado-citrus-dip-spicy-spuds-tortilla-chips
Jam Roly-Poly Style,Vanilla; Suet; Self-raising Flour; Custard; Milk; Butter; Raspberry Jam,"Put a deep roasting tin onto the bottom shelf of the oven, and make sure that there’s another shelf directly above it.
 Pull the roasting tin out on its shelf, fill two-thirds with boiling water from the kettle, then carefully slide it back in.
 Heat oven to 180C/160C fan/gas 4.
 Tear off a large sheet of foil and greaseproof paper (about 30 x 40cm).
 Sit the greaseproof on top of the foil and butter it.

Tip butter, flour and vanilla seeds into a food processor; pulse until the butter has disappeared.
 Tip into a mixing bowl.
 Stir through the suet, pour in the milk and work together with a cutlery knife until you get a sticky dough.
 You may need a drop more milk, depending on your flour.

Tip the dough out onto a floured surface, quickly pat together to smooth, then roll out to a square roughly 25 x 25cm.
 Spread the jam all over, leaving a gap along one edge, then roll up from the opposite edge.
 Pinch the jam-free edge into the dough where it meets, and pinch the ends roughly, too.
 Carefully lift onto the greased paper, join-side down (you might find a flat baking sheet helpful for this), loosely bring up the paper and foil around it, then scrunch together along the edges and ends to seal.
 The roly-poly will puff quite a bit during cooking so don’t wrap it tightly.
 Lift the parcel directly onto the rack above the tin and cook for 1 hr.

Let the pudding sit for 5 mins before unwrapping, then carefully open the foil and paper, and thickly slice to serve.
",https://www.bbcgoodfood.com/recipes/13354/jam-rolypoly
Chilli ginger lamb chops Recipe,Garlic; Ginger; Chili Powder; Cumin; Olive Oil; Lamb Loin Chops; Lemon Juice,"step 1
Put the garlic in a bowl with the ginger, lemon juice, oil, spices and seasoning.
 Blitz with a hand blender until smooth, then use to coat the lamb chops on both sides.
 Leave to marinate in the fridge for a couple of hours or overnight.


step 2
Heat a barbecue until hot.
 Barbecue the chops over the coals for 3 mins on each side until cooked but still pink and juicy in the centre.
",https://www.bbcgoodfood.com/recipes/chilli-ginger-lamb-chops
